"Winning.Percentage","Pk","DraftYr","MPG","salary","season","name","team","MPGcat.Winning.Percentage","MPGcat.Pk","MPGcat.DraftYr","MPGcat.MPG","MPGcat.salary","MPGcat.season","MPGcat.name","MPGcat.team","PCTCat","MPGCat"
0.573, 7,2009,34.4,3983257.06,2012,"Stephen Curry","Golden State Warriors",0.573, 7,2009,High,3117120,2012,Stephen Curry,Golden State Warriors,"Above","High"
0.549, 8,2009,18.8,2077958.53,2012,"Jordan Hill","Los Angeles Lakers",0.549, 8,2009,Medium,2855760,2012,Jordan Hill,Los Angeles Lakers,"Above","Medium"
0.415,16,2009,20.5,1656097.05,2012,"James Johnson","Toronto Raptors",0.415,16,2009,Medium,2812006,2012,James Johnson,Toronto Raptors,"Below","Medium"
0.415,17,2009,33.2,2550341.61,2012,"Jrue Holiday","Philadelphia 76ers",0.415,17,2009,High,2674852,2012,Jrue Holiday,Philadelphia 76ers,"Below","High"
0.463,10,2009,30.3,1498919.56,2012,"Brandon Jennings","Milwaukee Bucks",0.463,10,2009,High,2493720,2012,Brandon Jennings,Milwaukee Bucks,"Below","Medium"
0.256,12,2009,25.9,1061711.49,2012,"Gerald Henderson","Charlotte Bobcats",0.256,12,2009,High,2250600,2012,Gerald Henderson,Charlotte Bobcats,"Below","Medium"
0.605,13,2009,16.9,1137872.23,2012,"Tyler Hansbrough","Indiana Pacers",0.605,13,2009,Medium,2138040,2012,Tyler Hansbrough,Indiana Pacers,"Above","Medium"
0.683,33,2009,20.8,1799376.10,2012,"Dante Cunningham","Memphis Grizzlies",0.683,33,2009,Medium,2000000,2012,Dante Cunningham,Memphis Grizzlies,"Above","Medium"
0.354,15,2009,14.1, 646002.82,2012,"Austin Daye","Detroit Pistons",0.354,15,2009,Medium,1929600,2012,Austin Daye,Detroit Pistons,"Below","Low"
0.695,18,2009,29.2,1285988.97,2012,"Ty Lawson","Denver Nuggets",0.695,18,2009,High,1654440,2012,Ty Lawson,Denver Nuggets,"Above","Medium"
0.537,19,2009,26.8,1572336.99,2012,"Jeff Teague","Atlanta Hawks",0.537,19,2009,High,1579920,2012,Jeff Teague,Atlanta Hawks,"Above","Medium"
0.732,20,2009,14.6,  57504.37,2012,"Eric Maynor","Oklahoma City Thunder",0.732,20,2009,Medium,1516680,2012,Eric Maynor,Oklahoma City Thunder,"Above","Low"
0.605,31,2009, 9.8, 429229.00,2012,"Jeff Ayres","Indiana Pacers",0.605,31,2009,Low,1500000,2012,Jeff Ayres,Indiana Pacers,"Above","Low"
0.605,21,2009,29.3,1835468.60,2012,"Darren Collison","Indiana Pacers",0.605,21,2009,High,1455960,2012,Darren Collison,Indiana Pacers,"Above","Medium"
0.293,23,2009,20.3,1367943.55,2012,"Omri Casspi","Cleveland Cavaliers",0.293,23,2009,Medium,1341960,2012,Omri Casspi,Cleveland Cavaliers,"Below","Medium"
0.256,24,2009,18.2,1611529.69,2012,"Byron Mullens","Charlotte Bobcats",0.256,24,2009,Medium,1288200,2012,Byron Mullens,Charlotte Bobcats,"Below","Medium"
0.500,25,2009,15.9,1236720.00,2012,"Rodrigue Beaubois","Dallas Mavericks",0.500,25,2009,Medium,1236720,2012,Rodrigue Beaubois,Dallas Mavericks,"Below","Low"
0.549,26,2009,24.6,1942464.80,2012,"Taj Gibson","Chicago Bulls",0.549,26,2009,High,1195680,2012,Taj Gibson,Chicago Bulls,"Above","Medium"
0.683,36,2009,15.9, 636005.80,2012,"Sam Young","Memphis Grizzlies",0.683,36,2009,Medium,1184750,2012,Sam Young,Memphis Grizzlies,"Above","Low"
0.244,14,2009,13.9, 151571.80,2012,"Earl Clark","Orlando Magic",0.244,14,2009,Medium,1160000,2012,Earl Clark,Orlando Magic,"Below","Low"
0.378,28,2009,20.9,1230184.30,2012,"Wayne Ellington","Minnesota Timberwolves",0.378,28,2009,Medium,1154040,2012,Wayne Ellington,Minnesota Timberwolves,"Below","Medium"
0.659,29,2009,19.1,2012133.80,2012,"Toney Douglas","New York Knicks",0.659,29,2009,Medium,1145640,2012,Toney Douglas,New York Knicks,"Above","Medium"
0.549,30,2009,20.6, 849389.83,2012,"Christian Eyenga","Los Angeles Lakers",0.549,30,2009,Medium,1097520,2012,Christian Eyenga,Los Angeles Lakers,"Above","Medium"
0.707,37,2009,16.6,1106204.53,2012,"DeJuan Blair","San Antonio Spurs",0.707,37,2009,Medium,1054000,2012,DeJuan Blair,San Antonio Spurs,"Above","Medium"
0.463,38,2009,10.5, 636440.83,2012,"Jon Brockman","Milwaukee Bucks",0.463,38,2009,Low,1000000,2012,Jon Brockman,Milwaukee Bucks,"Below","Low"
0.524,27,2009,23.7,1311128.32,2012,"DeMarre Carroll","Utah Jazz",0.524,27,2009,Medium, 885120,2012,DeMarre Carroll,Utah Jazz,"Above","Medium"
0.415,41,2009,22.5,1470093.61,2012,"Jodie Meeks","Philadelphia 76ers",0.415,41,2009,Medium, 854389,2012,Jodie Meeks,Philadelphia 76ers,"Below","Medium"
0.256,40,2009,14.9, 430588.31,2012,"Derrick Brown","Charlotte Bobcats",0.256,40,2009,Medium, 854389,2012,Derrick Brown,Charlotte Bobcats,"Below","Low"
0.605,52,2009,15.1, 562774.66,2012,"A.J. Price","Indiana Pacers",0.605,52,2009,Medium, 854389,2012,A.J. Price,Indiana Pacers,"Above","Low"
0.549,44,2009,19.7,1225676.33,2012,"Chase Budinger","Houston Rockets",0.549,44,2009,Medium, 854389,2012,Chase Budinger,Houston Rockets,"Above","Medium"
0.707,46,2009,25.5,1814352.77,2012,"Danny Green","San Antonio Spurs",0.707,46,2009,High, 854389,2012,Danny Green,San Antonio Spurs,"Above","Medium"
0.293,32,2009,12.1, 272325.97,2012,"Jermaine Taylor","Cleveland Cavaliers",0.293,32,2009,Medium, 780871,2012,Jermaine Taylor,Cleveland Cavaliers,"Below","Low"
0.305,48,2009, 4.0, 237556.06,2012,"Taylor Griffin","Phoenix Suns",0.305,48,2009,Low, 762195,2012,Taylor Griffin,Phoenix Suns,"Below","Low"
0.341,11,2009,19.1,2109384.52,2012,"Terrence Williams","Sacramento Kings",0.341,11,2009,Medium, 254938,2012,Terrence Williams,Sacramento Kings,"Below","Medium"
0.707,55,2009,20.7,1775164.26,2012,"Patty Mills","San Antonio Spurs",0.707,55,2009,Medium, 213517,2012,Patty Mills,San Antonio Spurs,"Above","Medium"
0.683,58,2009,10.4,  75866.89,2012,"Lester Hudson","Memphis Grizzlies",0.683,58,2009,Low,  48232,2012,Lester Hudson,Memphis Grizzlies,"Above","Low"
0.537, 1,2010,35.6,2651707.17,2013,"John Wall","Washington Wizards",0.537, 1,2010,High,7459925,2013,John Wall,Washington Wizards,"Above","High"
0.585,39,2010,23.6,2068477.71,2013,"Landry Fields","Toronto Raptors",0.585,39,2010,Medium,6250000,2013,Landry Fields,Toronto Raptors,"Above","Medium"
0.232, 2,2010,26.9, 863579.70,2013,"Evan Turner","Philadelphia 76ers",0.232, 2,2010,High,5293080,2013,Evan Turner,Philadelphia 76ers,"Below","Medium"
0.305, 3,2010,24.3,1545253.05,2013,"Derrick Favors","Utah Jazz",0.305, 3,2010,High,4753320,2013,Derrick Favors,Utah Jazz,"Below","Medium"
0.585, 4,2010,22.1,1978588.98,2013,"Wesley Johnson","Phoenix Suns",0.585, 4,2010,Medium,4285560,2013,Wesley Johnson,Phoenix Suns,"Above","Medium"
0.341, 5,2010,30.4,1416676.53,2013,"DeMarcus Cousins","Sacramento Kings",0.341, 5,2010,High,3880800,2013,DeMarcus Cousins,Sacramento Kings,"Below","Medium"
0.183, 6,2010,14.8, 645823.79,2013,"Ekpe Udoh","Milwaukee Bucks",0.183, 6,2010,Medium,3524880,2013,Ekpe Udoh,Milwaukee Bucks,"Below","Low"
0.354, 7,2010,27.5,2063324.31,2013,"Greg Monroe","Detroit Pistons",0.354, 7,2010,High,3217680,2013,Greg Monroe,Detroit Pistons,"Below","Medium"
0.305, 9,2010,31.1,2028010.63,2013,"Gordon Hayward","Utah Jazz",0.305, 9,2010,High,2709720,2013,Gordon Hayward,Utah Jazz,"Below","Medium"
0.683,10,2010,33.6,5174448.26,2013,"Paul George","Indiana Pacers",0.683,10,2010,High,2574120,2013,Paul George,Indiana Pacers,"Above","High"
0.341,11,2010,10.0, 104893.58,2013,"Cole Aldrich","Sacramento Kings",0.341,11,2010,Low,2445480,2013,Cole Aldrich,Sacramento Kings,"Below","Low"
0.537,23,2010,20.4,1885074.96,2013,"Trevor Booker","Washington Wizards",0.537,23,2010,Medium,2350820,2013,Trevor Booker,Washington Wizards,"Above","Medium"
0.610,13,2010,19.3,1358361.18,2013,"Ed Davis","Memphis Grizzlies",0.610,13,2010,Medium,2207040,2013,Ed Davis,Memphis Grizzlies,"Above","Medium"
0.341,14,2010,20.8,1027018.82,2013,"Patrick Patterson","Sacramento Kings",0.341,14,2010,Medium,2096760,2013,Patrick Patterson,Sacramento Kings,"Below","Medium"
0.183,15,2010,19.5,1848323.83,2013,"Larry Sanders","Milwaukee Bucks",0.183,15,2010,Medium,1991760,2013,Larry Sanders,Milwaukee Bucks,"Below","Medium"
0.659,16,2010,14.0,  38182.26,2013,"Luke Babbitt","Portland Trail Blazers",0.659,16,2010,Medium,1892280,2013,Luke Babbitt,Portland Trail Blazers,"Above","Low"
0.305,55,2010,10.5, 673901.63,2013,"Jeremy Evans","Utah Jazz",0.305,55,2010,Low,1794872,2013,Jeremy Evans,Utah Jazz,"Below","Low"
0.305,19,2010,27.7,1361350.73,2013,"Avery Bradley","Boston Celtics",0.305,19,2010,High,1630800,2013,Avery Bradley,Boston Celtics,"Below","Medium"
0.659,22,2010,13.5, 366985.30,2013,"Elliot Williams","Portland Trail Blazers",0.659,22,2010,Medium,1442880,2013,Elliot Williams,Portland Trail Blazers,"Above","Low"
0.232,21,2010, 7.1,  85700.60,2013,"Craig Brackins","Philadelphia 76ers",0.232,21,2010,Low,1404960,2013,Craig Brackins,Philadelphia 76ers,"Below","Low"
0.598,25,2010, 9.3, 146422.27,2013,"Dominique Jones","Dallas Mavericks",0.598,25,2010,Low,1276560,2013,Dominique Jones,Dallas Mavericks,"Above","Low"
0.610,26,2010,15.6, 581460.10,2013,"Quincy Pondexter","Memphis Grizzlies",0.610,26,2010,Medium,1234320,2013,Quincy Pondexter,Memphis Grizzlies,"Above","Low"
0.537,27,2010,24.4,1603743.52,2013,"Jordan Crawford","Washington Wizards",0.537,27,2010,High,1198680,2013,Jordan Crawford,Washington Wizards,"Above","Medium"
0.402,52,2010,12.4, 580455.52,2013,"Luke Harangody","Cleveland Cavaliers",0.402,52,2010,Medium,1054389,2013,Luke Harangody,Cleveland Cavaliers,"Below","Low"
0.720,29,2010,10.6, 569896.76,2013,"Daniel Orton","Oklahoma City Thunder",0.720,29,2010,Low, 916099,2013,Daniel Orton,Oklahoma City Thunder,"Above","Low"
0.683,40,2010,23.1, 905860.16,2013,"Lance Stephenson","Indiana Pacers",0.683,40,2010,Medium, 870000,2013,Lance Stephenson,Indiana Pacers,"Above","Medium"
0.659,33,2010,25.1,2016760.25,2013,"Hassan Whiteside","Portland Trail Blazers",0.659,33,2010,High, 854389,2013,Hassan Whiteside,Portland Trail Blazers,"Above","Medium"
0.610,32,2010, 6.9, 710412.53,2013,"Dexter Pittman","Memphis Grizzlies",0.610,32,2010,Low, 854389,2013,Dexter Pittman,Memphis Grizzlies,"Above","Low"
0.232,50,2010, 7.0, 694438.65,2013,"Solomon Alabi","Philadelphia 76ers",0.232,50,2010,Low, 830000,2013,Solomon Alabi,Philadelphia 76ers,"Below","Low"
0.585,38,2010, 4.8, 276376.72,2013,"Andy Rautins","Toronto Raptors",0.585,38,2010,Low, 788872,2013,Andy Rautins,Toronto Raptors,"Above","Low"
0.232,46,2010, 2.0, 782755.21,2013,"Gani Lawal","Philadelphia 76ers",0.232,46,2010,Low, 788872,2013,Gani Lawal,Philadelphia 76ers,"Below","Low"
0.659,41,2010,10.7, 776804.95,2013,"Jarvis Varnado","Miami Heat",0.659,41,2010,Low, 788872,2013,Jarvis Varnado,Miami Heat,"Above","Low"
0.463,53,2010, 7.0, 217363.71,2013,"Pape Sy","Atlanta Hawks",0.463,53,2010,Low, 788872,2013,Pape Sy,Atlanta Hawks,"Below","Low"
0.183,37,2010, 7.8,  43532.82,2013,"Darington Hobson","Milwaukee Bucks",0.183,37,2010,Low, 762195,2013,Darington Hobson,Milwaukee Bucks,"Below","Low"
0.329,58,2010, 5.2, 197096.10,2013,"Derrick Caracter","Los Angeles Lakers",0.329,58,2010,Low, 762195,2013,Derrick Caracter,Los Angeles Lakers,"Below","Low"
0.415,44,2010, 7.6, 118846.43,2013,"Jerome Jordan","New Orleans Pelicans",0.415,44,2010,Low, 762195,2013,Jerome Jordan,New Orleans Pelicans,"Below","Low"
0.488,30,2010, 8.2, 322866.70,2013,"Lazar Hayward","Minnesota Timberwolves",0.488,30,2010,Low, 542788,2013,Lazar Hayward,Minnesota Timberwolves,"Below","Low"
0.756,20,2010,17.5,2132939.37,2013,"James Anderson","San Antonio Spurs",0.756,20,2010,Medium, 532737,2013,James Anderson,San Antonio Spurs,"Above","Medium"
0.720,57,2010, 3.4, 787609.01,2013,"Ryan Reid","Oklahoma City Thunder",0.720,57,2010,Low, 475000,2013,Ryan Reid,Oklahoma City Thunder,"Above","Low"
0.537,34,2010, 8.5,  54635.54,2013,"Armon Johnson","Brooklyn Nets",0.537,34,2010,Low, 104494,2013,Armon Johnson,Brooklyn Nets,"Above","Low"
0.537,24,2010,16.0, 716880.83,2013,"Damion James","Brooklyn Nets",0.537,24,2010,Medium,  68902,2013,Damion James,Brooklyn Nets,"Above","Low"
0.646, 1,2011,33.9,3861571.43,2014,"Kyrie Irving","Cleveland Cavaliers",0.646, 1,2011,High,5607240,2014,Kyrie Irving,Cleveland Cavaliers,"Above","High"
0.354, 2,2011,20.7,1576059.45,2014,"Derrick Williams","Sacramento Kings",0.354, 2,2011,Medium,5016960,2014,Derrick Williams,Sacramento Kings,"Below","Medium"
0.646, 4,2011,27.1,1504350.73,2014,"Tristan Thompson","Cleveland Cavaliers",0.646, 4,2011,High,4062000,2014,Tristan Thompson,Cleveland Cavaliers,"Above","Medium"
0.220,50,2011,17.8, 911173.07,2014,"Lavoy Allen","Philadelphia 76ers",0.220,50,2011,Medium,3060000,2014,Lavoy Allen,Philadelphia 76ers,"Below","Medium"
0.500, 8,2011,29.4,2793960.00,2014,"Brandon Knight","Milwaukee Bucks",0.500, 8,2011,High,2793960,2014,Brandon Knight,Milwaukee Bucks,"Below","Medium"
0.817,11,2011,32.9,3836065.17,2014,"Klay Thompson","Golden State Warriors",0.817,11,2011,High,2317920,2014,Klay Thompson,Golden State Warriors,"Above","High"
0.463,12,2011,22.6, 961932.82,2014,"Alec Burks","Utah Jazz",0.463,12,2011,Medium,2202000,2014,Alec Burks,Utah Jazz,"Below","Medium"
0.476,13,2011,24.9,2089579.16,2014,"Markieff Morris","Phoenix Suns",0.476,13,2011,High,2091840,2014,Markieff Morris,Phoenix Suns,"Below","Medium"
0.671,15,2011,31.3,2088427.00,2014,"Kawhi Leonard","San Antonio Spurs",0.671,15,2011,High,1887840,2014,Kawhi Leonard,San Antonio Spurs,"Above","Medium"
0.207,17,2011,24.9,2024945.26,2014,"Iman Shumpert","New York Knicks",0.207,17,2011,High,1703760,2014,Iman Shumpert,New York Knicks,"Below","Medium"
0.561,18,2011,17.6, 986957.48,2014,"Chris Singleton","Washington Wizards",0.561,18,2011,Medium,1618680,2014,Chris Singleton,Washington Wizards,"Above","Medium"
0.305,19,2011,31.3,1026972.12,2014,"Tobias Harris","Orlando Magic",0.305,19,2011,High,1545840,2014,Tobias Harris,Orlando Magic,"Below","Medium"
0.366,22,2011,24.5,1540654.15,2014,"Kenneth Faried","Denver Nuggets",0.366,22,2011,High,1367640,2014,Kenneth Faried,Denver Nuggets,"Below","Medium"
0.549,24,2011,25.4,1132299.72,2014,"Reggie Jackson","Oklahoma City Thunder",0.549,24,2011,High,1260360,2014,Reggie Jackson,Oklahoma City Thunder,"Above","Medium"
0.256,25,2011,17.3,2095993.42,2014,"MarShon Brooks","Los Angeles Lakers",0.256,25,2011,Medium,1210080,2014,MarShon Brooks,Los Angeles Lakers,"Below","Medium"
0.683,26,2011,13.9, 661714.45,2014,"Jordan Hamilton","Houston Rockets",0.683,26,2011,Medium,1169880,2014,Jordan Hamilton,Houston Rockets,"Above","Low"
0.451,28,2011,22.3,1253594.10,2014,"Norris Cole","Miami Heat",0.451,28,2011,Medium,1129200,2014,Norris Cole,Miami Heat,"Below","Medium"
0.671,29,2011,22.1,1482640.13,2014,"Cory Joseph","San Antonio Spurs",0.671,29,2011,Medium,1120920,2014,Cory Joseph,San Antonio Spurs,"Above","Medium"
0.610,30,2011,33.1,2298560.65,2014,"Jimmy Butler","Chicago Bulls",0.610,30,2011,High,1112880,2014,Jimmy Butler,Chicago Bulls,"Above","High"
0.390,33,2011,21.9,1023607.13,2014,"Kyle Singler","Detroit Pistons",0.390,33,2011,Medium,1045000,2014,Kyle Singler,Detroit Pistons,"Below","Medium"
0.683,38,2011,30.1,1460463.66,2014,"Chandler Parsons","Houston Rockets",0.683,38,2011,High, 926500,2014,Chandler Parsons,Houston Rockets,"Above","Medium"
0.671,40,2011,15.8, 585633.75,2014,"Jon Leuer","Memphis Grizzlies",0.671,40,2011,Medium, 900000,2014,Jon Leuer,Memphis Grizzlies,"Above","Low"
0.732,34,2011,18.4,1405985.23,2014,"Shelvin Mack","Atlanta Hawks",0.732,34,2011,Medium, 884293,2014,Shelvin Mack,Atlanta Hawks,"Above","Medium"
0.390,45,2011,11.8,  89628.56,2014,"Josh Harrellson","Detroit Pistons",0.390,45,2011,Low, 884293,2014,Josh Harrellson,Detroit Pistons,"Below","Low"
0.354,60,2011,28.8,2123766.43,2014,"Isaiah Thomas","Sacramento Kings",0.354,60,2011,High, 884293,2014,Isaiah Thomas,Sacramento Kings,"Below","Medium"
0.305,55,2011,21.0,1444143.46,2014,"E'Twaun Moore","Orlando Magic",0.305,55,2011,Medium, 884293,2014,E'Twaun Moore,Orlando Magic,"Below","Medium"
0.207,39,2011, 9.9, 243295.62,2014,"Jeremy Tyler","New York Knicks",0.207,39,2011,Low, 556584,2014,Jeremy Tyler,New York Knicks,"Below","Low"
0.354,10,2011,13.3, 463427.86,2014,"Jimmer Fredette","Sacramento Kings",0.354,10,2011,Medium, 239279,2014,Jimmer Fredette,Sacramento Kings,"Below","Low"
0.366, 1,2012,34.4,2871029.16,2015,"Anthony Davis","New Orleans Pelicans",0.366, 1,2012,High,5607240,2015,Anthony Davis,New Orleans Pelicans,"Below","High"
0.585, 2,2012,24.6, 854108.66,2015,"Michael Kidd-Gilchrist","Charlotte Hornets",0.585, 2,2012,High,5016960,2015,Michael Kidd-Gilchrist,Charlotte Hornets,"Above","Medium"
0.500,48,2012,15.8,4797664.00,2015,"Kostas Papanikolaou","Houston Rockets",0.500,48,2012,Medium,4797664,2015,Kostas Papanikolaou,Houston Rockets,"Below","Low"
0.500, 3,2012,34.8,4505280.00,2015,"Bradley Beal","Washington Wizards",0.500, 3,2012,High,4505280,2015,Bradley Beal,Washington Wizards,"Below","High"
0.671, 4,2012,28.2,1697910.71,2015,"Dion Waiters","Oklahoma City Thunder",0.671, 4,2012,High,4062000,2015,Dion Waiters,Oklahoma City Thunder,"Above","Medium"
0.537, 5,2012,13.4, 248208.47,2015,"Thomas Robinson","Portland Trail Blazers",0.537, 5,2012,Medium,3678360,2015,Thomas Robinson,Portland Trail Blazers,"Above","Low"
0.537, 6,2012,36.3,2751729.88,2015,"Damian Lillard","Portland Trail Blazers",0.537, 6,2012,Very High,3340920,2015,Damian Lillard,Portland Trail Blazers,"Above","High"
0.585,43,2012,16.5,1797251.35,2015,"Mike Scott","Atlanta Hawks",0.585,43,2012,Medium,3333333,2015,Mike Scott,Atlanta Hawks,"Above","Medium"
0.890, 7,2012,31.8,1289783.03,2015,"Harrison Barnes","Golden State Warriors",0.890, 7,2012,High,3049920,2015,Harrison Barnes,Golden State Warriors,"Above","Medium"
0.122,53,2012,13.2, 278920.08,2015,"Furkan Aldemir","Philadelphia 76ers",0.122,53,2012,Medium,2963232,2015,Furkan Aldemir,Philadelphia 76ers,"Below","Low"
0.683, 8,2012,24.9,2119372.05,2015,"Terrence Ross","Toronto Raptors",0.683, 8,2012,High,2793960,2015,Terrence Ross,Toronto Raptors,"Above","Medium"
0.537, 9,2012,29.8,1835655.60,2015,"Andre Drummond","Detroit Pistons",0.537, 9,2012,High,2568360,2015,Andre Drummond,Detroit Pistons,"Above","Medium"
0.537,11,2012,16.0, 413329.39,2015,"Meyers Leonard","Portland Trail Blazers",0.537,11,2012,Medium,2317920,2015,Meyers Leonard,Portland Trail Blazers,"Above","Low"
0.671,12,2012,20.8, 870197.24,2015,"Jeremy Lamb","Oklahoma City Thunder",0.671,12,2012,Medium,2202000,2015,Jeremy Lamb,Oklahoma City Thunder,"Above","Medium"
0.402,14,2012,19.7,1107245.52,2015,"John Henson","Milwaukee Bucks",0.402,14,2012,Medium,1987320,2015,John Henson,Milwaukee Bucks,"Below","Medium"
0.427,15,2012,22.7, 802190.87,2015,"Maurice Harkless","Orlando Magic",0.427,15,2012,Medium,1887840,2015,Maurice Harkless,Orlando Magic,"Below","Medium"
0.585,17,2012,17.5,2166518.20,2015,"Tyler Zeller","Boston Celtics",0.585,17,2012,Medium,1703760,2015,Tyler Zeller,Boston Celtics,"Above","Medium"
0.500,18,2012,23.8,1618680.00,2015,"Terrence Jones","Houston Rockets",0.500,18,2012,Medium,1618680,2015,Terrence Jones,Houston Rockets,"Below","Medium"
0.427,19,2012,14.3, 755561.55,2015,"Andrew Nicholson","Orlando Magic",0.427,19,2012,Medium,1545840,2015,Andrew Nicholson,Orlando Magic,"Below","Low"
0.427,20,2012,28.6,1662854.57,2015,"Evan Fournier","Orlando Magic",0.427,20,2012,High,1483920,2015,Evan Fournier,Orlando Magic,"Below","Medium"
0.585,21,2012,24.3,1103133.86,2015,"Jared Sullinger","Boston Celtics",0.585,21,2012,High,1424520,2015,Jared Sullinger,Boston Celtics,"Above","Medium"
0.585,23,2012,12.8, 356279.90,2015,"John Jenkins","Atlanta Hawks",0.585,23,2012,Medium,1312920,2015,John Jenkins,Atlanta Hawks,"Above","Low"
0.122,25,2012,21.2,1360679.57,2015,"Tony Wroten","Philadelphia 76ers",0.122,25,2012,Medium,1210080,2015,Tony Wroten,Philadelphia 76ers,"Below","Medium"
0.280,26,2012,16.4,2054492.98,2015,"Miles Plumlee","Phoenix Suns",0.280,26,2012,Medium,1169880,2015,Miles Plumlee,Phoenix Suns,"Below","Medium"
0.671,28,2012,11.7, 497093.73,2015,"Perry Jones","Oklahoma City Thunder",0.671,28,2012,Low,1129200,2015,Perry Jones,Oklahoma City Thunder,"Above","Low"
0.512,29,2012,10.0, 742104.43,2015,"Marquis Teague","Memphis Grizzlies",0.512,29,2012,Low,1120920,2015,Marquis Teague,Memphis Grizzlies,"Above","Low"
0.890,30,2012,14.1, 210385.42,2015,"Festus Ezeli","Golden State Warriors",0.890,30,2012,Medium,1112880,2015,Festus Ezeli,Golden State Warriors,"Above","Low"
0.427,49,2012,14.2, 316715.48,2015,"Kyle O'Quinn","Orlando Magic",0.427,49,2012,Medium, 915243,2015,Kyle O'Quinn,Orlando Magic,"Below","Low"
0.402,39,2012,31.7,1504840.07,2015,"Khris Middleton","Milwaukee Bucks",0.402,39,2012,High, 915243,2015,Khris Middleton,Milwaukee Bucks,"Below","Medium"
0.402,13,2012,19.3,1812479.40,2015,"Kendall Marshall","Milwaukee Bucks",0.402,13,2012,Medium, 915243,2015,Kendall Marshall,Milwaukee Bucks,"Below","Medium"
0.512,34,2012,25.2, 849851.23,2015,"Jae Crowder","Dallas Mavericks",0.512,34,2012,High, 915243,2015,Jae Crowder,Dallas Mavericks,"Above","Medium"
0.890,35,2012,28.5,1162933.06,2015,"Draymond Green","Golden State Warriors",0.890,35,2012,High, 915243,2015,Draymond Green,Golden State Warriors,"Above","Medium"
0.537,40,2012,25.7,1804012.82,2015,"Will Barton","Portland Trail Blazers",0.537,40,2012,High, 915243,2015,Will Barton,Portland Trail Blazers,"Above","Medium"
0.512,42,2012,12.7, 235001.87,2015,"Doron Lamb","Dallas Mavericks",0.512,42,2012,Medium, 915243,2015,Doron Lamb,Dallas Mavericks,"Above","Low"
0.207,60,2012,14.5, 763189.37,2015,"Robert Sacre","Los Angeles Lakers",0.207,60,2012,Medium, 915243,2015,Robert Sacre,Los Angeles Lakers,"Below","Low"
0.366,46,2012,19.8, 837705.77,2015,"Darius Miller","New Orleans Pelicans",0.366,46,2012,Medium, 915243,2015,Darius Miller,New Orleans Pelicans,"Below","Medium"
0.354,58,2012,14.3, 236064.58,2015,"Robbie Hummel","Minnesota Timberwolves",0.354,58,2012,Medium, 880000,2015,Robbie Hummel,Minnesota Timberwolves,"Below","Low"
0.354,45,2012,17.4,1328476.21,2015,"Justin Hamilton","Minnesota Timberwolves",0.354,45,2012,Medium, 816482,2015,Justin Hamilton,Minnesota Timberwolves,"Below","Medium"
0.512,33,2012, 8.3, 593973.15,2015,"Bernard James","Dallas Mavericks",0.512,33,2012,Low, 236886,2015,Bernard James,Dallas Mavericks,"Above","Low"
0.402,38,2012,13.5, 557020.85,2015,"Quincy Miller","Sacramento Kings",0.402,38,2012,Medium, 183049,2015,Quincy Miller,Sacramento Kings,"Below","Low"
0.391, 2,2013,33.0,4638233.27,2016,"Victor Oladipo","Orlando Magic",0.391, 2,2013,High,5192520,2016,Victor Oladipo,Orlando Magic,"Below","High"
0.535, 3,2013,26.0,1145069.63,2016,"Otto Porter Jr.","Washington Wizards",0.535, 3,2013,High,4662960,2016,Otto Porter Jr.,Washington Wizards,"Above","Medium"
0.512, 4,2013,22.2,1126970.94,2016,"Cody Zeller","Charlotte Hornets",0.512, 4,2013,Medium,4204200,2016,Cody Zeller,Charlotte Hornets,"Above","Medium"
0.341, 5,2013,19.0,1338700.10,2016,"Alex Len","Phoenix Suns",0.341, 5,2013,Medium,3807120,2016,Alex Len,Phoenix Suns,"Below","Medium"
0.357, 6,2013,22.4,1270474.45,2016,"Nerlens Noel","Philadelphia 76ers",0.357, 6,2013,Medium,3457800,2016,Nerlens Noel,Philadelphia 76ers,"Below","Medium"
0.372, 7,2013,22.5,1307584.33,2016,"Ben McLemore","Sacramento Kings",0.372, 7,2013,Medium,3156600,2016,Ben McLemore,Sacramento Kings,"Below","Medium"
0.467, 8,2013,29.1,1690136.17,2016,"Kentavious Caldwell-Pope","Detroit Pistons",0.467, 8,2013,High,2891760,2016,Kentavious Caldwell-Pope,Detroit Pistons,"Below","Medium"
0.644, 9,2013,21.1, 828676.54,2016,"Trey Burke","Utah Jazz",0.644, 9,2013,Medium,2658240,2016,Trey Burke,Utah Jazz,"Above","Medium"
0.413,10,2013,31.5, 845274.85,2016,"CJ McCollum","Portland Trail Blazers",0.413,10,2013,High,2525160,2016,CJ McCollum,Portland Trail Blazers,"Below","Medium"
0.465,11,2013,25.3,1770232.97,2016,"Michael Carter-Williams","Milwaukee Bucks",0.465,11,2013,High,2399040,2016,Michael Carter-Williams,Milwaukee Bucks,"Below","Medium"
0.568,12,2013,26.8,1168395.08,2016,"Steven Adams","Oklahoma City Thunder",0.568,12,2013,High,2279040,2016,Steven Adams,Oklahoma City Thunder,"Above","Medium"
0.625,13,2013,22.1,1764109.65,2016,"Kelly Olynyk","Boston Celtics",0.625,13,2013,Medium,2165160,2016,Kelly Olynyk,Boston Celtics,"Above","Medium"
0.364,14,2013,17.2,1936699.63,2016,"Shabazz Muhammad","Minnesota Timberwolves",0.364,14,2013,Medium,2056920,2016,Shabazz Muhammad,Minnesota Timberwolves,"Below","Medium"
